"","Cube","IncTime","LC","Pond","NutRat","VitAdd","Year","P_F_B","P_Fm_B","P_Fm.F_B","P_Y_B","P_FvFM_B","P_Chl_B","P_F_G","P_Fm_G","P_Fm.F_G","P_Y_G","P_FvFM_G","P_Chl_G","P_F_Br","P_Fm_Br","P_Fm.F_Br","P_Y_Br","P_FvFM_Br","P_Chl_Br","P_F_PE","P_Fm_PE","P_Fm.F_PE","P_Y_PE","P_FvFM_PE","P_Chl_PE","P_F_E_B","P_Fm_E_B","P_Fm.F_E_B","P_Y_E_B","P_FvFM_E_B","P_Chl_E_B","P_F_E_G","P_Fm_E_G","P_Fm.F_E_G","P_Y_E_G","P_FvFM_E_G","P_Chl_E_G","P_F_E_Br","P_Fm_E_Br","P_Fm.F_E_Br","P_Y_E_Br","P_FvFM_E_Br","P_Chl_E_Br","P_F_E_PE","P_Fm_E_PE","P_Fm.F_E_PE","P_Y_E_PE","P_FvFM_E_PE","P_Chl_E_PE","L_TDN","L_TN","L_TDP","L_TP","L_DP","L_NH4","L_NOX","PP","Chl_445","EA_N","EA_C","Constant1","P_Chl_Total","Prop_Chl_B","Prop_Chl_G","Prop_Chl_Br","Prop_Chl_PE","Perc_Chl_B","Perc_Chl_G","Perc_Chl_Br","Perc_Chl_PE","PP1","CNRatio","CPRatio","NPRatio","CNPRatio","CPRatio1","NPRatio1","CNPRatio1"
"84","84",48,12,15,16,"yes","2022",1427,2167,779,0.36,0.36,6.9,1525,3953,2453,0.62,0.62,8.8,712,734,0,0,0,2.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",2490,1570,10.6,22.7,3.73,17,1780,0.025361453,20.335589,0.198057778,1.67860046,1,18.4,0.375,0.478260869565217,0.146739130434783,0,37.5,47.8260869565217,14.6739130434783,0,0.025361453,8.47530693795828,66.1870776883328,7.8094018509113,"66.1870776883328:7.8094018509113:1",66.1870776883328,7.8094018509113,"66.1870776883328:7.8094018509113:1"
"85","85",48,15,15,0,"no","2022",964,1379,436,0.32,0.32,4.7,1208,2785,1548,0.56,0.56,7,914,1638,721,0.44,0.44,3.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",360,721,6.42,21.5,2.95,15.6,27,0.018402486,14.639083,0.198219605,1.492162943,1,15.2,0.309210526315789,0.460526315789474,0.230263157894737,0,30.9210526315789,46.0526315789474,23.0263157894737,0,0.018402486,7.52782724493876,81.084856850319,10.7713493166086,"81.084856850319:10.7713493166086:1",81.084856850319,10.7713493166086,"81.084856850319:10.7713493166086:1"
"86","86",48,15,15,0,"no","2022",1405,1930,505,0.26,0.31,4.5,1702,3823,2054,0.54,0.56,6.6,1396,2327,916,0.39,0.42,3.6,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",358,811,8.14,20.9,2.88,9.8,25.5,0.012903762,11.349279,0.139058074,1.174477637,1,14.7,0.306122448979592,0.448979591836735,0.244897959183673,0,30.6122448979592,44.8979591836735,24.4897959183673,0,0.012903762,8.44595069682901,91.018234604761,10.7765529153436,"91.018234604761:10.7765529153436:1",91.018234604761,10.7765529153436,"91.018234604761:10.7765529153436:1"
"87","87",48,15,15,0,"no","2022",1480,2263,742,0.33,0.33,4.8,1717,3863,2137,0.55,0.55,6.6,1208,2138,885,0.41,0.41,3.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",348,647,7.34,17.9,2.84,5.62,27.7,0.014432453,12.709385,0.141099216,1.181797534,1,14.5,0.331034482758621,0.455172413793103,0.213793103448276,0,33.1034482758621,45.5172413793103,21.3793103448276,0,0.014432453,8.37564918858231,81.8847311680142,9.77652350574085,"81.8847311680142:9.77652350574085:1",81.8847311680142,9.77652350574085,"81.8847311680142:9.77652350574085:1"
"88","88",48,15,15,0,"yes","2022",1486,2204,722,0.33,0.33,4.8,2217,4583,2384,0.52,0.52,8.6,1449,2582,1095,0.42,0.42,3.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",597,631,11,21.8,2.15,2.21,25.3,0.017717998,15.361328,0.143265631,1.209087074,1,17.1,0.280701754385965,0.502923976608187,0.216374269005848,0,28.0701754385965,50.2923976608187,21.6374269005848,0,0.017717998,8.43947753247253,68.2406146563511,8.08588142971909,"68.2406146563511:8.08588142971909:1",68.2406146563511,8.08588142971909,"68.2406146563511:8.08588142971909:1"
"89","89",48,15,15,0,"yes","2022",1562,2269,693,0.31,0.31,5,1812,4023,2198,0.55,0.55,7,1439,2374,949,0.4,0.4,3.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",685,616,6.01,24.8,3.3,4.06,38.3,0.016531551,11.393815,0.154713728,1.486749351,1,15.7,0.318471337579618,0.445859872611465,0.235668789808917,0,31.8471337579618,44.5859872611465,23.5668789808917,0,0.016531551,9.60967956896495,89.9340510155399,9.35869405115104,"89.9340510155399:9.35869405115104:1",89.9340510155399,9.35869405115104,"89.9340510155399:9.35869405115104:1"
"90","90",48,15,15,0,"yes","2022",1471,2213,742,0.34,0.34,4.7,1791,3990,2181,0.55,0.55,6.9,1373,2376,990,0.42,0.42,3.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",608,694,5.55,23.9,2.94,5.05,44.6,0.018334038,14.625605,0.175292119,1.456817687,1,15.1,0.311258278145695,0.456953642384106,0.231788079470199,0,31.1258278145695,45.6953642384106,23.1788079470199,0,0.018334038,8.31079968289961,79.4597287842427,9.561020818218,"79.4597287842427:9.561020818218:1",79.4597287842427,9.561020818218,"79.4597287842427:9.561020818218:1"
"91","1",48,1,13,2.2,"no","2023",0,0,0,0,0,0,4038,7362,3479,0.47,0.47,78.9,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",398,577,122,166,97.45,12.14,0,0.021595613,16.72979,0.257381182,3.758929968,1,78.9,0,1,0,0,0,100,0,0,0.021595613,14.6045252368139,174.059887441028,11.9182160747185,"174.059887441028:11.9182160747185:1",174.059887441028,11.9182160747185,"174.059887441028:11.9182160747185:1"
"92","2",48,1,13,2.2,"no","2023",0,0,0,0,0,0,3753,8722,4954,0.57,0.57,73.3,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",437,559,148,165.5,94.3,3.02,0,0.026711849,11.09961833,0.236479137,3.490578532,1,73.3,0,1,0,0,0,100,0,0,0.026711849,14.7606193775986,130.675286911063,8.85296772230181,"130.675286911063:8.85296772230181:1",130.675286911063,8.85296772230181,"130.675286911063:8.85296772230181:1"
"93","3",48,1,13,2.2,"no","2023",0,0,0,0,0,0,4070,9597,5527,0.58,0.58,79.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",376,565,115,166,93.7,8.52,0,0.023567007,22.05628833,0.228377245,3.476614356,1,79.5,0,1,0,0,0,100,0,0,0.023567007,15.2231206572266,147.520402399847,9.69054937693191,"147.520402399847:9.69054937693191:1",147.520402399847,9.69054937693191,"147.520402399847:9.69054937693191:1"
"94","4",48,1,13,2.2,"yes","2023",0,0,0,0,0,0,3505,6465,3115,0.48,0.48,102.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",381,562,127,164,36.9,11.8,0,0.024318014,19.98850667,0.2673872,3.904330432,1,102.7,0,1,0,0,0,100,0,0,0.024318014,14.6017850966688,160.553013580797,10.9954373741211,"160.553013580797:10.9954373741211:1",160.553013580797,10.9954373741211,"160.553013580797:10.9954373741211:1"
"95","5",48,1,13,2.2,"yes","2023",0,0,0,0,0,0,2561,6243,3680,0.59,0.59,75,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",372,588,114,162,86.4,12.9,0,0.026242469,22.76115333,0.283419974,3.975287974,1,75,0,1,0,0,0,100,0,0,0.026242469,14.0261390822088,151.483001618483,10.800049873356,"151.483001618483:10.800049873356:1",151.483001618483,10.800049873356,"151.483001618483:10.800049873356:1"
"96","6",48,1,13,2.2,"yes","2023",0,0,0,0,0,0,2587,6577,3990,0.61,0.61,75.8,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",395,561,109,165,78.3,10.8,0,0.027275104,26.11033,0.288608931,4.03005749,1,75.8,0,1,0,0,0,100,0,0,0.027275104,13.963731046147,147.755898199325,10.5814053357963,"147.755898199325:10.5814053357963:1",147.755898199325,10.5814053357963,"147.755898199325:10.5814053357963:1"
"97","7",48,2,13,16,"no","2023",442,446,0,0,0,3.2,3667,9297,5644,0.61,0.61,31.8,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",389.5,524,120,150,62.2,18.4,0,0.020140537,29.94890333,0.196538698,2.70581305,1,35,0.0914285714285714,0.908571428571429,0,0,9.14285714285714,90.8571428571429,0,0,0.020140537,13.7673296787587,134.346618960557,9.75836433755465,"134.346618960557:9.75836433755465:1",134.346618960557,9.75836433755465,"134.346618960557:9.75836433755465:1"
"98","8",48,2,13,16,"no","2023",244,255,0,0,0,2.6,3131,7589,4490,0.59,0.59,40.8,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",352,506,124,150,98.3,14.6,0,0.020891544,37.622645,0.328037776,3.579584062,1,43.4,0.0599078341013825,0.940092165898617,0,0,5.99078341013825,94.0092165898618,0,0,0.020891544,10.9121092870719,171.341288226471,15.7019402682731,"171.341288226471:15.7019402682731:1",171.341288226471,15.7019402682731,"171.341288226471:15.7019402682731:1"
"99","9",48,2,13,16,"no","2023",279,333,0,0,0,3,2833,7377,4436,0.6,0.6,36.9,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",323,535,125,152,88.3,13.6,0,0.022205807,32.132585,0.220045671,3.164327145,1,39.9,0.075187969924812,0.924812030075188,0,0,7.5187969924812,92.4812030075188,0,0,0.022205807,14.3803199154961,142.499984125774,9.90937510174703,"142.499984125774:9.90937510174703:1",142.499984125774,9.90937510174703,"142.499984125774:9.90937510174703:1"
"100","10",48,2,13,16,"yes","2023",348,343,0,0,0,3.8,3260,8255,4999,0.61,0.61,42.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",305,573,119,153,98,12.75,0,0.022064993,46.72555167,0.228523426,3.238934577,1,46.3,0.08207343412527,0.91792656587473,0,0,8.207343412527,91.792656587473,0,0,0.022064993,14.1733153300441,146.790646024678,10.3568320189361,"146.790646024678:10.3568320189361:1",146.790646024678,10.3568320189361,"146.790646024678:10.3568320189361:1"
"101","11",48,2,13,16,"yes","2023",491,501,0,0,0,5.3,3779,9628,5762,0.6,0.6,49.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",301,601,123,151,91.6,14.1,0,0.021267048,44.335015,0.243505649,3.362633586,1,54.5,0.0972477064220183,0.902752293577982,0,0,9.72477064220183,90.2752293577982,0,0,0.021267048,13.8092631518376,158.114731579108,11.4499035785314,"158.114731579108:11.4499035785314:1",158.114731579108,11.4499035785314,"158.114731579108:11.4499035785314:1"
"102","12",48,2,13,16,"yes","2023",428,437,0,0,0,4.6,3958,10254,6163,0.6,0.6,51.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",352,525.5,119,151,77.1,12.5,0,0.022440496,49.17918667,0.249587279,3.439748287,1,56.1,0.0819964349376114,0.918003565062389,0,0,8.19964349376114,91.8003565062389,0,0,0.022440496,13.7817452106604,153.283077477432,11.1221819250341,"153.283077477432:11.1221819250341:1",153.283077477432,11.1221819250341,"153.283077477432:11.1221819250341:1"
"103","13",48,3,13,55,"no","2023",124,155,0,0,0,2,2243,5232,3004,0.57,0.57,43.8,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",652,873,112,207,26.1,11.8,0,0.028401614,43.92806667,0.290175024,3.49270165,1,45.8,0.0436681222707424,0.956331877729258,0,0,4.36681222707424,95.6331877729258,0,0,0.028401614,12.0365343710629,122.975463647946,10.2168497888888,"122.975463647946:10.2168497888888:1",122.975463647946,10.2168497888888,"122.975463647946:10.2168497888888:1"
"104","14",48,3,13,55,"no","2023",198,217,0,0,0,3.2,3007,7052,4005,0.57,0.57,58.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",607,839,113,168,21.9,10.9,0,0.028354676,41.816825,0.357871726,4.278687239,1,61.9,0.0516962843295638,0.948303715670436,0,0,5.16962843295638,94.8303715670436,0,0,0.028354676,11.9559242268835,150.898823142962,12.6212595763746,"150.898823142962:12.6212595763746:1",150.898823142962,12.6212595763746,"150.898823142962:12.6212595763746:1"
"105","15",48,3,13,55,"no","2023",94,107,0,0,0,1.5,3042,7096,4102,0.58,0.58,59.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",599,901,107,199,19.9,9.97,0,0.03168727,47.25486333,0.443943888,4.498458207,1,61,0.0245901639344262,0.975409836065574,0,0,2.45901639344262,97.5409836065574,0,0,0.03168727,10.1329432133099,141.964208560725,14.0101652177673,"141.964208560725:14.0101652177673:1",141.964208560725,14.0101652177673,"141.964208560725:14.0101652177673:1"
"106","16",48,3,13,55,"yes","2023",97,105,0,0,0,1.6,2792,6569,3764,0.57,0.57,54.5,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",674,875,101,195,9.68,62.2,0,0.030466883,38.45483333,0.392696299,4.591859877,1,56.1,0.0285204991087344,0.971479500891266,0,0,2.85204991087344,97.1479500891266,0,0,0.030466883,11.6931580172595,150.71643124766,12.8892837183246,"150.71643124766:12.8892837183246:1",150.71643124766,12.8892837183246,"150.71643124766:12.8892837183246:1"
"107","17",48,3,13,55,"yes","2023",207,261,0,0,0,3.4,3429,8319,4890,0.59,0.59,66.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",658.5,888,125.5,188.5,31.8,9.84,0,0.031734208,35.47725667,0.337841474,4.206867218,1,70.1,0.0485021398002853,0.951497860199715,0,0,4.85021398002853,95.1497860199715,0,0,0.031734208,12.4521929418293,132.565691193554,10.6459715017939,"132.565691193554:10.6459715017939:1",132.565691193554,10.6459715017939,"132.565691193554:10.6459715017939:1"
"108","18",48,3,13,55,"yes","2023",142,169,0,0,0,2.3,3412,8260,4735,0.57,0.57,66.7,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",597,939,97.8,188,19.5,10.45,0,0.031781146,45.103645,0.40639434,5.376962423,1,69,0.0333333333333333,0.966666666666667,0,0,3.33333333333333,96.6666666666667,0,0,0.031781146,13.2308988924403,169.187178555487,12.7872777149068,"169.187178555487:12.7872777149068:1",169.187178555487,12.7872777149068,"169.187178555487:12.7872777149068:1"
"109","19",48,4,13,110,"no","2023",2553,3312,747,0.23,0.23,41.6,0,0,0,0,0,0,900,1211,304,0.25,0.25,11.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",463,1310,98.5,199,54.7,5.89,0,0.022675186,74.767775,0.681592301,6.342499256,1,53.3,0.780487804878049,0,0.219512195121951,0,78.0487804878049,0,21.9512195121951,0,0.022675186,9.30541505045551,279.711013439978,30.0589508284519,"279.711013439978:30.0589508284519:1",279.711013439978,30.0589508284519,"279.711013439978:30.0589508284519:1"
"110","20",48,4,13,110,"no","2023",2352,3052,688,0.23,0.23,38.3,0,0,0,0,0,0,821,1082,256,0.24,0.24,10.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",415,839,110,97.2,41.9,10.5,0,0.022628248,121.46228,1.205416992,11.33110166,1,49,0.781632653061224,0,0.218367346938775,0,78.1632653061224,0,21.8367346938775,0,0.022628248,9.40015093133846,500.750286102574,53.2704516938298,"500.750286102574:53.2704516938298:1",500.750286102574,53.2704516938298,"500.750286102574:53.2704516938298:1"
"111","21",48,4,13,110,"no","2023",2608,3428,806,0.24,0.24,42.5,0,0,0,0,0,0,937,1210,260,0.21,0.21,12.2,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",486,1370,113,195,36.2,11.3,0,0.018873213,118.7941967,1.268765181,11.33708835,1,54.7,0.776965265082267,0,0.223034734917733,0,77.6965265082267,0,22.3034734917733,0,0.018873213,8.93552922146277,600.69731370064,67.2257119654189,"600.69731370064:67.2257119654189:1",600.69731370064,67.2257119654189,"600.69731370064:67.2257119654189:1"
"112","22",48,4,13,110,"yes","2023",2576,3474,873,0.25,0.25,41.9,0,0,0,0,0,0,1024,1356,316,0.23,0.23,13.3,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",745.5,1280,132,180,42.2,8.3,0,0.018873213,71.28473333,1.146328524,10.87419629,1,55.2,0.759057971014493,0,0.240942028985507,0,75.9057971014493,0,24.0942028985507,0,0.018873213,9.48610809408769,576.170909002087,60.7383874701144,"576.170909002087:60.7383874701144:1",576.170909002087,60.7383874701144,"576.170909002087:60.7383874701144:1"
"113","23",48,4,13,110,"yes","2023",2619,3520,901,0.26,0.26,41.9,0,0,0,0,0,0,933,1304,347,0.27,0.27,12.2,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",506,1320,104,191,50.2,12.6,0,0.017934454,124.0830833,1.219678819,11.06108069,1,54.1,0.77449168207024,0,0.22550831792976,0,77.449168207024,0,22.550831792976,0,0.017934454,9.06884707489538,616.750344894804,68.0075802140394,"616.750344894804:68.0075802140394:1",616.750344894804,68.0075802140394,"616.750344894804:68.0075802140394:1"
"114","24",48,4,13,110,"yes","2023",2816,3782,958,0.25,0.25,45.8,0,0,0,0,0,0,952,1244,288,0.23,0.23,12.4,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",488,1355,95.5,196,67.9,11.9,0,0.023473131,132.608645,1.239630803,11.15974545,1,58.2,0.786941580756014,0,0.213058419243986,0,78.6941580756014,0,21.3058419243986,0,0.023473131,9.00247511032525,475.426369409347,52.8106285863611,"475.426369409347:52.8106285863611:1",475.426369409347,52.8106285863611,"475.426369409347:52.8106285863611:1"
"115","25",48,13,13,0,"no","2023",722,1288,530,0.41,0.41,3.7,1486,3639,2190,0.6,0.6,8.6,1158,2114,911,0.43,0.43,4.5,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",422,370,17.55,12.4,5.53,32.3,0,0.011457019,6.417798,0.421997793,2.361810505,1,16.8,0.220238095238095,0.511904761904762,0.267857142857143,0,22.0238095238095,51.1904761904762,26.7857142857143,0,0.011457019,5.59673662795672,206.145290061926,36.8331232583275,"206.145290061926:36.8331232583275:1",206.145290061926,36.8331232583275,"206.145290061926:36.8331232583275:1"
"116","26",48,13,13,0,"no","2023",875,1257,351,0.28,0.28,2.8,129,3864,2316,0.6,0.6,6.2,1494,2916,1246,0.43,0.43,3.8,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",394,494,13.7,12.3,4.28,27.1,0,0.008875432,3.37149,0.22763595,1.784342825,1,12.8,0.21875,0.484375,0.296875,0,21.875,48.4375,29.6875,0,0.008875432,7.83858096667069,201.04292669923,25.6478726894646,"201.04292669923:25.6478726894646:1",201.04292669923,25.6478726894646,"201.04292669923:25.6478726894646:1"
"117","27",48,13,13,0,"no","2023",740,1254,440,0.35,0.35,3.6,1261,3017,1731,0.57,0.57,7.3,1226,2764,1281,0.46,0.46,4.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",477,651,6.34,24.2,4.98,42.6,0,0.009297874,19.52072,0.13280934,1.920783818,1,15.6,0.230769230769231,0.467948717948718,0.301282051282051,0,23.0769230769231,46.7948717948718,30.1282051282051,0,0.009297874,14.4627163872661,206.583119754043,14.2838395099783,"206.583119754043:14.2838395099783:1",206.583119754043,14.2838395099783,"206.583119754043:14.2838395099783:1"
"118","28",48,13,13,0,"yes","2023",1038,1670,567,0.34,0.34,3.3,1571,4216,2518,0.6,0.6,6.1,1426,2878,1236,0.43,0.43,3.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",471,633,15.4,12.8,2.98,70.8,0,0.008734619,4.353194,0.308122374,2.297188342,1,13.1,0.251908396946565,0.465648854961832,0.282442748091603,0,25.1908396946565,46.5648854961832,28.2442748091603,0,0.008734619,7.45544152532072,262.998116117028,35.2759947514597,"262.998116117028:35.2759947514597:1",262.998116117028,35.2759947514597,"262.998116117028:35.2759947514597:1"
"119","29",48,13,13,0,"yes","2023",1232,1957,686,0.35,0.35,4,1857,4565,2764,0.61,0.61,7.2,1676,3400,1481,0.44,0.44,4.3,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",548,701,13.8,15.8,7.615,48.1,0,0.00803055,3.20061,0.332140923,2.641044259,1,15.5,0.258064516129032,0.464516129032258,0.27741935483871,0,25.8064516129032,46.4516129032258,27.741935483871,0,0.00803055,7.95157740619635,328.874642334585,41.3596731232605,"328.874642334585:41.3596731232605:1",328.874642334585,41.3596731232605,"328.874642334585:41.3596731232605:1"
"120","30",48,13,13,0,"yes","2023",1174,1809,635,0.35,0.35,4,2008,5075,3042,0.6,0.6,7.7,1840,3059,1349,0.44,0.44,4.7,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",456.5,685,6.76,13.4,3.2,35.9,0,0.00803055,18.732864,0.291292164,2.442858517,1,16.4,0.24390243902439,0.469512195121951,0.286585365853659,0,24.390243902439,46.9512195121951,28.6585365853659,0,0.00803055,8.38628297944877,304.19566742004,36.2730029699087,"304.19566742004:36.2730029699087:1",304.19566742004,36.2730029699087,"304.19566742004:36.2730029699087:1"
"121","31",48,5,14,16,"no","2023",691,406,0,0,0,3.3,2343,5255,2867,0.55,0.55,13.6,551,1055,536,0.51,0.51,2.1,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",355,413,138,135,112,14,0,0.009671296,10.652822,0.172859449,1.306157857,1,19,0.173684210526316,0.715789473684211,0.110526315789474,0,17.3684210526316,71.5789473684211,11.0526315789474,0,0.009671296,7.5561843136501,135.055100888237,17.8734524307807,"135.055100888237:17.8734524307807:1",135.055100888237,17.8734524307807,"135.055100888237:17.8734524307807:1"
"122","32",48,5,14,16,"no","2023",354,375,0,0,0,1.7,2768,5693,2879,0.51,0.51,16,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",286,454,130,150,116,14.5,0,0.00957742,18.77095,0.152531648,1.170283109,1,17.7,0.096045197740113,0.903954802259887,0,0,9.6045197740113,90.3954802259887,0,0,0.00957742,7.67239536414109,122.191896042984,15.9261730194562,"122.191896042984:15.9261730194562:1",122.191896042984,15.9261730194562,"122.191896042984:15.9261730194562:1"
"123","33",48,5,14,16,"no","2023",539,531,0,0,0,2.6,3779,8229,4455,0.54,0.54,21.9,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",383,375,124,131,85.7,10.8,0,0.012792669,18.550426,0.309500527,2.482969612,1,24.5,0.106122448979592,0.893877551020408,0,0,10.6122448979592,89.3877551020408,0,0,0.012792669,8.02250527993447,194.093164764913,24.1935851697562,"194.093164764913:24.1935851697562:1",194.093164764913,24.1935851697562,"194.093164764913:24.1935851697562:1"
"124","34",48,5,14,16,"yes","2023",616,600,0,0,0,3,3465,6795,3301,0.49,0.49,20.1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",351,418,126,147,103,17.6,6.36,0.012370228,23.800371,0.363384336,2.919733524,1,23.1,0.12987012987013,0.87012987012987,0,0,12.987012987013,87.012987012987,0,0,0.012370228,8.034835942956,236.029079172995,29.3757185397068,"236.029079172995:29.3757185397068:1",236.029079172995,29.3757185397068,"236.029079172995:29.3757185397068:1"
"125","35",48,5,14,16,"yes","2023",303,295,0,0,0,2.2,2870,5990,3106,0.52,0.52,24.9,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",219,410,116.5,151,85.8,14,0,0.012792669,24.330934,0.143902507,1.406669766,1,27.1,0.0811808118081181,0.918819188191882,0,0,8.11808118081181,91.8819188191882,0,0,0.012792669,9.77515816315834,109.95905279813,11.2488259486742,"109.95905279813:11.2488259486742:1",109.95905279813,11.2488259486742,"109.95905279813:11.2488259486742:1"
"126","36",48,5,14,16,"yes","2023",328,319,0,0,0,2.4,3591,7653,4074,0.53,0.53,31.2,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",312,442,115,156,103.5,14.45,0,0.014106931,23.521998,0.178763587,2.27181986,1,33.6,0.0714285714285714,0.928571428571428,0,0,7.14285714285714,92.8571428571428,0,0,0.014106931,12.7085157448759,161.042813635368,12.6720395102237,"161.042813635368:12.6720395102237:1",161.042813635368,12.6720395102237,"161.042813635368:12.6720395102237:1"
"127","37",48,6,14,55,"no","2023",579,579,0,0,0,4.2,2484,5683,3174,0.56,0.56,21.6,0,0,0,0,0,0,0,0,0,0,0,0,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",309,508,53.7,130,36.4,16.1,0,0.01868338,32.881921,0.277915169,2.564108968,1,25.8,0.162790697674419,0.837209302325581,0,0,16.2790697674419,83.7209302325581,0,0,0.01868338,9.22622891447858,137.240101523386,14.8749941926996,"137.240101523386:14.8749941926996:1",137.240101523386,14.8749941926996,"137.240101523386:14.8749941926996:1"
